"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"1118","21004722",2021-04-19,"Emergency Medical Service (EMS)","800BLK 2ND ST","E-6","Station 1 ",2021-04-19 00:26:16,2021-04-19 01:17:53,"Report              ","34.022321731532976","-118.50574163746492","34.022321731533","-118.505741637465"
"1119","21004725",2021-04-19,"Emergency Medical Service (EMS)","2000BLK MAIN ST","E-2N","Station 2 ",2021-04-19 02:05:46,2021-04-19 02:23:04,"Report              ","34.006768918308296","-118.48851244090849","34.0067689183083","-118.488512440908"
"1120","21004726",2021-04-19,"Emergency Medical Service (EMS)","1900BLK PICO BLVD ","E-3","Station 3 ",2021-04-19 03:17:03,2021-04-19 03:56:11,"Report              ","34.018957623183738","-118.47044376097881","34.0189576231837","-118.470443760979"
"1121","21004729",2021-04-19,"Emergency Medical Service (EMS)","1400BLK 9TH ST","E-1","Station 1 ",2021-04-19 06:05:49,2021-04-19 06:14:14,"Report              ","34.01958088053847","-118.48964134527508","34.0195808805385","-118.489641345275"
"1122","21004736",2021-04-19,"Emergency Medical Service (EMS)","900BLK PICO BLVD ","E-2N","Station 2 ",2021-04-19 08:32:15,2021-04-19 08:57:38,"Report              ","34.012557701130355","-118.48245928975361","34.0125577011304","-118.482459289754"
"1123","21004734",2021-04-19,"Emergency Medical Service (EMS)","900BLK 26TH ST","E-4","Station 3 ",2021-04-19 08:20:25,2021-04-19 09:38:21,"Report              ","34.039374153351481","-118.48140463929552","34.0393741533515","-118.481404639296"
"1124","21004743",2021-04-19,"Emergency Medical Service (EMS)","300BLK SAN VICENTE BLVD","E-6","Station 1 ",2021-04-19 10:08:31,2021-04-19 10:08:47,"Cancelled           ","34.028856531361022","-118.51132780620996","34.028856531361","-118.51132780621"
"1125","21004739",2021-04-19,"Emergency Medical Service (EMS)","2500BLK SANTA MONICA BLVD ","E-3","Station 3 ",2021-04-19 09:19:15,2021-04-19 10:12:34,"Report              ","34.032626775197777","-118.47513953493699","34.0326267751978","-118.475139534937"
"1126","21004745",2021-04-19,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-04-19 11:48:02,2021-04-19 12:32:41,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"1127","21004748",2021-04-19,"Emergency Medical Service (EMS)","9TH ST / SANTA MONICA BLVD","E-1","Station 1 ",2021-04-19 12:27:44,2021-04-19 12:33:57,"Report              ","34.020252066147137","-118.49042539345403","34.0202520661471","-118.490425393454"
"1128","21004747",2021-04-19,"Emergency Medical Service (EMS)","2800BLK SANTA MONICA BLVD ","E-3","Station 3 ",2021-04-19 12:03:17,2021-04-19 12:45:14,"Report              ","34.035155475401126","-118.47202617343015","34.0351554754011","-118.47202617343"
"1129","21004750",2021-04-19,"Emergency Medical Service (EMS)","400BLK EXPO LINE ","E-1","Station 1 ",2021-04-19 13:42:30,2021-04-19 13:53:30,"Report              ","34.014786677397559","-118.49232590164787","34.0147866773976","-118.492325901648"
"1130","21004751",2021-04-19,"Emergency Medical Service (EMS)","1600BLK ARIZONA AVE","E-4","Station 3 ",2021-04-19 13:49:52,2021-04-19 14:04:29,"Report              ","34.027297321901671","-118.48493802179605","34.0272973219017","-118.484938021796"
"1131","21004753",2021-04-19,"Emergency Medical Service (EMS)","1300BLK 26TH ST","E-3","Station 3 ",2021-04-19 14:40:32,2021-04-19 14:52:27,"Report              ","34.033973210075622","-118.47508464161061","34.0339732100756","-118.475084641611"
"1132","21004752",2021-04-19,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-19 14:33:50,2021-04-19 14:52:51,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1133","21004756",2021-04-19,"Emergency Medical Service (EMS)","600BLK LINCOLN BLVD","E-6","Station 1 ",2021-04-19 15:13:53,2021-04-19 15:34:24,"Report              ","34.028906584686517","-118.50238505948425","34.0289065846865","-118.502385059484"
"1134","21004754",2021-04-19,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-19 14:50:43,2021-04-19 15:35:07,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1135","21004755",2021-04-19,"Emergency Medical Service (EMS)","700BLK 16TH ST","E-4","Station 3 ",2021-04-19 14:57:52,2021-04-19 15:41:17,"Report              ","34.034177842068232","-118.49381237966077","34.0341778420682","-118.493812379661"
"1136","21004757",2021-04-19,"Emergency Medical Service (EMS)","MAIN ST / BICKNELL AVE","E-2N","Station 2 ",2021-04-19 17:13:43,2021-04-19 17:30:00,"Report              ","34.006378371053408","-118.488120196121","34.0063783710534","-118.488120196121"
"1137","21004758",2021-04-19,"Emergency Medical Service (EMS)","1200BLK 18TH ST","E-4","Station 3 ",2021-04-19 17:29:27,2021-04-19 17:37:28,"Report              ","34.029165037389269","-118.48426684131873","34.0291650373893","-118.484266841319"
"1138","21004762",2021-04-19,"Emergency Medical Service (EMS)","2100BLK ARIZONA AVE","E-4","Station 3 ",2021-04-19 18:24:14,2021-04-19 18:41:22,"Report              ","34.0310577829097","-118.48029706329227","34.0310577829097","-118.480297063292"
"1139","21004763",2021-04-19,"Emergency Medical Service (EMS)","100BLK MARGUERITA AVE","E-6","Station 1 ",2021-04-19 18:24:24,2021-04-19 18:53:51,"Report              ","34.025682358019083","-118.51121355063762","34.0256823580191","-118.511213550638"
"1140","21004767",2021-04-19,"Emergency Medical Service (EMS)","6TH ST / WILSHIRE BLVD","E-6","Station 1 ",2021-04-19 19:49:26,2021-04-19 20:17:43,"Report              ","34.0206463855808","-118.49641053847492","34.0206463855808","-118.496410538475"
"1141","21004770",2021-04-19,"Emergency Medical Service (EMS)","26TH ST / OLYMPIC BLVD","E-3","Station 3 ",2021-04-19 20:24:00,2021-04-19 20:44:56,"Report              ","34.031649625383984","-118.45761140759177","34.031649625384","-118.457611407592"
"1142","21004772",2021-04-19,"Emergency Medical Service (EMS)","300BLK PICO BLVD","E-2N","Station 2 ",2021-04-19 23:49:55,2021-04-20 00:11:27,"Report              ","34.009342012694745","-118.48767848470121","34.0093420126947","-118.487678484701"
"1143","21004784",2021-04-20,"Emergency Medical Service (EMS)","1450BLK 20TH ST","E-3","Station 3 ",2021-04-20 09:36:41,2021-04-20 10:08:01,"Report              ","34.0280115638293","-118.47923572671213","34.0280115638293","-118.479235726712"
"1144","21004787",2021-04-20,"Emergency Medical Service (EMS)","2300BLK 23RD ST","E-5N","Station 5 ",2021-04-20 09:52:53,2021-04-20 10:35:27,"Report              ","34.019690117553438","-118.46543284067654","34.0196901175534","-118.465432840677"
"1145","21004789",2021-04-20,"Emergency Medical Service (EMS)","1700BLK OLYMPIC BLVD ","E-3","Station 3 ",2021-04-20 10:30:41,2021-04-20 10:39:40,"Report              ","34.022370289598719","-118.47725007760141","34.0223702895987","-118.477250077601"
"1146","21004788",2021-04-20,"Emergency Medical Service (EMS)","400BLK EXPO LINE ","E-1","Station 1 ",2021-04-20 10:25:11,2021-04-20 11:01:42,"Report              ","34.014786677397559","-118.49232590164787","34.0147866773976","-118.492325901648"
"1147","21004790",2021-04-20,"Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ",2021-04-20 10:58:22,2021-04-20 11:19:36,"Report              ","34.022070290859993","-118.46872565880054","34.02207029086","-118.468725658801"
"1148","21004791",2021-04-20,"Emergency Medical Service (EMS)","1800BLK 24TH ST","E-3","Station 3 ",2021-04-20 11:41:30,2021-04-20 11:50:22,"Report              ","34.0255596824448","-118.46952192727375","34.0255596824448","-118.469521927274"
"1149","21004792",2021-04-20,"Emergency Medical Service (EMS)","22ND ST / ARIZONA AVE","E-4","Station 3 ",2021-04-20 12:04:03,2021-04-20 12:10:25,"Report              ","34.031382900532776","-118.47989417248878","34.0313829005328","-118.479894172489"
"1150","21004793",2021-04-20,"Emergency Medical Service (EMS)","1100BLK CENTINELA AVE","E-4","Station 3 ",2021-04-20 12:13:37,2021-04-20 12:37:10,"Report              ","34.042019923247068","-118.47219371461038","34.0420199232471","-118.47219371461"
"1151","21004797",2021-04-20,"Emergency Medical Service (EMS)","1800BLK PEARL ST","E-5N","Station 5 ",2021-04-20 13:17:35,2021-04-20 13:32:23,"Report              ","34.016411041464188","-118.46778391295797","34.0164110414642","-118.467783912958"
"1152","21004802",2021-04-20,"Emergency Medical Service (EMS)","1900BLK WILSHIRE BLVD","E-4","Station 3 ",2021-04-20 14:47:54,2021-04-20 14:55:48,"Report              ","34.030995763917161","-118.48364271355412","34.0309957639172","-118.483642713554"
"1153","21004803",2021-04-20,"Emergency Medical Service (EMS)","2800BLK NEILSON WAY","E-2S","Station 2 ",2021-04-20 15:47:22,2021-04-20 15:58:53,"Report              ","34.000129639725479","-118.48270730065333","34.0001296397255","-118.482707300653"
"1154","21004804",2021-04-20,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-20 16:49:09,2021-04-20 16:58:46,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1155","21004808",2021-04-20,"Emergency Medical Service (EMS)","1800BLK OCEAN PARK BLVD","E-5N","Station 5 ",2021-04-20 18:41:24,2021-04-20 19:05:41,"Report              ","34.013336248790736","-118.46532941573187","34.0133362487907","-118.465329415732"
"1156","21004809",2021-04-20,"Emergency Medical Service (EMS)","12TH ST / SANTA MONICA BLVD","E-1","Station 1 ",2021-04-20 19:04:47,2021-04-20 19:13:44,"Report              ","34.022549006214888","-118.48758469891524","34.0225490062149","-118.487584698915"
"1157","21004814",2021-04-20,"Emergency Medical Service (EMS)","BARNARD WAY / WADSWORTH AVE","E-2N","Station 2 ",2021-04-20 19:57:35,2021-04-20 20:07:34,"Report              ","34.002538683560175","-118.4872905084588","34.0025386835602","-118.487290508459"
"1158","21004813",2021-04-20,"Emergency Medical Service (EMS)","LINCOLN BLVD / OLYMPIC BLVD W","E-1","Station 1 ",2021-04-20 19:57:08,2021-04-20 20:08:40,"Report              ","34.015197476268966","-118.48633669036674","34.015197476269","-118.486336690367"
"1159","21004812",2021-04-20,"Emergency Medical Service (EMS)","1000BLK 11TH ST","E-6","Station 1 ",2021-04-20 19:36:46,2021-04-20 20:16:13,"Report              ","34.026534031654727","-118.49408770094642","34.0265340316547","-118.494087700946"
"1160","21004816",2021-04-20,"Emergency Medical Service (EMS)","1300BLK FRANKLIN ST","E-3","Station 3 ",2021-04-20 21:11:46,2021-04-20 21:50:28,"Report              ","34.038553387261082","-118.46943497473789","34.0385533872611","-118.469434974738"
"1161","21004820",2021-04-20,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-04-20 23:44:49,2021-04-21 00:10:12,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"1162","21004823",2021-04-21,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-04-21 03:40:20,2021-04-21 03:53:06,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"1163","21004828",2021-04-21,"Emergency Medical Service (EMS)","1100BLK LINCOLN BLVD ","E-6","Station 1 ",2021-04-21 07:04:22,2021-04-21 07:22:24,"Report              ","34.022864120169992","-118.49532323566156","34.02286412017","-118.495323235662"
"1164","21004836",2021-04-21,"Emergency Medical Service (EMS)","800BLK PICO BLVD","E-2N","Station 2 ",2021-04-21 10:08:16,2021-04-21 10:29:58,"Report              ","34.013394993311429","-118.48332917526932","34.0133949933114","-118.483329175269"
"1165","21004839",2021-04-21,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-21 11:11:15,2021-04-21 11:19:56,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1166","21004840",2021-04-21,"Emergency Medical Service (EMS)","2000BLK HILL ST","E-5S","Station 5 ",2021-04-21 11:31:30,2021-04-21 11:39:21,"Report              ","34.012418161649265","-118.46272107241421","34.0124181616493","-118.462721072414"
"1167","21004841",2021-04-21,"Emergency Medical Service (EMS)","1500BLK 5TH ST","E-1","Station 1 ",2021-04-21 11:36:42,2021-04-21 12:05:47,"Report              ","34.015169887217574","-118.49185107265015","34.0151698872176","-118.49185107265"
"1168","21004843",2021-04-21,"Emergency Medical Service (EMS)","600BLK BROADWAY","E-1","Station 1 ",2021-04-21 12:41:10,2021-04-21 12:45:59,"Report              ","34.0169927213858","-118.49122138820451","34.0169927213858","-118.491221388205"
"1169","21004842",2021-04-21,"Emergency Medical Service (EMS)","800BLK ASHLAND AVE","E-2S","Station 2 ",2021-04-21 12:36:51,2021-04-21 13:07:09,"Report              ","34.005210668328445","-118.47303441685349","34.0052106683284","-118.473034416853"
"1170","21004844",2021-04-21,"Emergency Medical Service (EMS)","700BLK HILL ST","E-2S","Station 2 ",2021-04-21 12:45:23,2021-04-21 13:18:47,"Report              ","34.005146195617087","-118.47573242677098","34.0051461956171","-118.475732426771"
"1171","21004852",2021-04-21,"Emergency Medical Service (EMS)","800BLK MONTANA AVE ","E-6","Station 1 ",2021-04-21 15:40:00,2021-04-21 15:48:15,"Report              ","34.027973075830907","-118.50037501397003","34.0279730758309","-118.50037501397"
"1172","21004854",2021-04-21,"Emergency Medical Service (EMS)","1400BLK 21ST ST","E-3","Station 3 ",2021-04-21 16:04:07,2021-04-21 16:53:43,"Report              ","34.028990563168641","-118.47802729158588","34.0289905631686","-118.478027291586"
"1173","21004856",2021-04-21,"Emergency Medical Service (EMS)","1900BLK PICO BLVD ","E-3","Station 3 ",2021-04-21 16:44:46,2021-04-21 17:19:17,"Report              ","34.018957623183738","-118.47044376097881","34.0189576231837","-118.470443760979"
"1174","21004859",2021-04-21,"Emergency Medical Service (EMS)","800BLK 4TH ST","E-6","Station 1 ",2021-04-21 17:12:17,2021-04-21 17:27:38,"Report              ","34.023855331133483","-118.50384752611407","34.0238553311335","-118.503847526114"
"1175","21004863",2021-04-21,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-21 18:13:23,2021-04-21 18:14:55,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1176","21004864",2021-04-21,"Emergency Medical Service (EMS)","1400BLK 7TH ST","E-1","Station 1 ",2021-04-21 18:15:22,2021-04-21 18:31:57,"Report              ","34.018044910611977","-118.49153290481935","34.018044910612","-118.491532904819"
"1177","21004861",2021-04-21,"Emergency Medical Service (EMS)","800BLK 4TH ST","E-6","Station 1 ",2021-04-21 17:53:37,2021-04-21 18:51:41,"Report              ","34.023855331133483","-118.50384752611407","34.0238553311335","-118.503847526114"
"1178","21004865",2021-04-21,"Emergency Medical Service (EMS)","1000BLK 2ND ST","E-6","Station 1 ",2021-04-21 18:41:32,2021-04-21 19:02:01,"Report              ","34.019634427145085","-118.50259910508349","34.0196344271451","-118.502599105083"
"1179","21004866",2021-04-21,"Emergency Medical Service (EMS)","1400BLK LINCOLN BLVD ","E-1","Station 1 ",2021-04-21 18:52:22,2021-04-21 19:09:09,"Report              ","34.018811799682638","-118.49058730599012","34.0188117996826","-118.49058730599"
"1180","21004872",2021-04-21,"Emergency Medical Service (EMS)","1100BLK 7TH ST","E-6","Station 1 ",2021-04-21 20:01:33,2021-04-21 20:26:05,"Report              ","34.022098187438566","-118.49627115847869","34.0220981874386","-118.496271158479"
"1181","21004873",2021-04-21,"Emergency Medical Service (EMS)","1800BLK 12TH ST","E-2N","Station 2 ",2021-04-21 20:04:04,2021-04-21 20:32:39,"Report              ","34.016294744952127","-118.4802832277708","34.0162947449521","-118.480283227771"
"1182","21004874",2021-04-21,"Emergency Medical Service (EMS)","1300BLK FRANKLIN ST","E-3","Station 3 ",2021-04-21 21:40:30,2021-04-21 22:01:17,"Report              ","34.038553387261082","-118.46943497473789","34.0385533872611","-118.469434974738"
"1183","21004877",2021-04-22,"Emergency Medical Service (EMS)","900BLK 14TH ST","E-4","Station 3 ",2021-04-22 00:14:52,2021-04-22 01:31:21,"Report              ","34.030183028576452","-118.49282580337524","34.0301830285765","-118.492825803375"
"1184","21004879",2021-04-22,"Emergency Medical Service (EMS)","1500BLK 5TH ST ","E-1","Station 1 ",2021-04-22 05:17:11,2021-04-22 05:40:26,"Report              ","34.015169887217574","-118.49185107265015","34.0151698872176","-118.49185107265"
"1185","21004880",2021-04-22,"Emergency Medical Service (EMS)","2ND ST / BROADWAY","E-1","Station 1 ",2021-04-22 06:04:08,2021-04-22 06:25:24,"Report              ","34.013539149423771","-118.49547312798575","34.0135391494238","-118.495473127986"
"1186","21004884",2021-04-22,"Emergency Medical Service (EMS)","800BLK PICO BLVD","E-2N","Station 2 ",2021-04-22 08:11:12,2021-04-22 08:59:45,"Report              ","34.013394993311429","-118.48332917526932","34.0133949933114","-118.483329175269"
"1187","21004890",2021-04-22,"Emergency Medical Service (EMS)","1200BLK 15TH ST","E-4","Station 3 ",2021-04-22 08:48:38,2021-04-22 09:06:33,"Report              ","34.026865130414578","-118.48710569302871","34.0268651304146","-118.487105693029"
"1188","21004893",2021-04-22,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-04-22 10:05:36,2021-04-22 10:41:40,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"1189","21004895",2021-04-22,"Emergency Medical Service (EMS)","1400BLK 16TH ST","E-3","Station 3 ",2021-04-22 10:42:51,2021-04-22 11:07:24,"Report              ","34.024945286823041","-118.48301883776908","34.024945286823","-118.483018837769"
"1190","21004899",2021-04-22,"Emergency Medical Service (EMS)","2000BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-04-22 12:14:56,2021-04-22 12:34:54,"Report              ","34.011547308572638","-118.48207604688743","34.0115473085726","-118.482076046887"
"1191","21004902",2021-04-22,"Emergency Medical Service (EMS)","700BLK BROADWAY","E-1","Station 1 ",2021-04-22 13:12:55,2021-04-22 13:35:33,"Report              ","34.01776007747705","-118.49027662769584","34.0177600774771","-118.490276627696"
"1192","21004903",2021-04-22,"Emergency Medical Service (EMS)","500BLK PICO BLVD","E-2N","Station 2 ",2021-04-22 13:31:55,2021-04-22 13:49:28,"Report              ","34.010780386560604","-118.48562016286218","34.0107803865606","-118.485620162862"
"1193","21004904",2021-04-22,"Emergency Medical Service (EMS)","500BLK COLORADO AVE","E-1","Station 1 ",2021-04-22 13:34:07,2021-04-22 15:03:24,"Report              ","34.014923156526024","-118.49055126598047","34.014923156526","-118.49055126598"
"1194","21004906",2021-04-22,"Emergency Medical Service (EMS)","1300BLK 17TH ST","E-3","Station 3 ",2021-04-22 15:12:36,2021-04-22 15:37:14,"Report              ","34.027049563881363","-118.4836367205191","34.0270495638814","-118.483636720519"
"1195","21004911",2021-04-22,"Emergency Medical Service (EMS)","EUCLID ST / MARGUERITA AVE","E-4","Station 3 ",2021-04-22 17:35:47,2021-04-22 17:44:04,"Report              ","34.034463128293353","-118.49967852431595","34.0344631282934","-118.499678524316"
"1196","21004910",2021-04-22,"Emergency Medical Service (EMS)","200BLK BROADWAY ","E-1","Station 1 ",2021-04-22 17:28:43,2021-04-22 17:46:31,"Report              ","34.01459498434302","-118.49578232066014","34.014594984343","-118.49578232066"
"1197","21004915",2021-04-22,"Emergency Medical Service (EMS)","1000BLK OCEAN PARK BLVD","E-2N","Station 2 ",2021-04-22 18:24:00,2021-04-22 18:40:47,"Report              ","34.007985611377606","-118.47450204788547","34.0079856113776","-118.474502047885"
"1198","21004913",2021-04-22,"Emergency Medical Service (EMS)","2100BLK WILSHIRE BLVD","E-4","Station 3 ",2021-04-22 18:02:22,2021-04-22 18:48:54,"Report              ","34.032175276651984","-118.48218969089285","34.032175276652","-118.482189690893"
"1199","21004919",2021-04-22,"Emergency Medical Service (EMS)","2800BLK WILSHIRE BLVD","E-4","Station 3 ",2021-04-22 19:03:04,2021-04-22 19:49:19,"Report              ","34.03752415060783","-118.47558080298008","34.0375241506078","-118.47558080298"
"1200","21004920",2021-04-22,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-04-22 19:23:02,2021-04-22 19:52:03,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"1201","21004927",2021-04-23,"Emergency Medical Service (EMS)","3300BLK BARNARD WAY","E-2S","Station 2 ",2021-04-23 07:42:12,2021-04-23 08:24:53,"Report              ","33.997421367919912","-118.48041013701","33.9974213679199","-118.48041013701"
"1202","21004929",2021-04-23,"Emergency Medical Service (EMS)","1000BLK 4TH ST","E-6","Station 1 ",2021-04-23 08:55:24,2021-04-23 09:18:18,"Report              ","34.021167179905291","-118.50070716029582","34.0211671799053","-118.500707160296"
"1203","21004930",2021-04-23,"Emergency Medical Service (EMS)","1500BLK YALE ST","E-3","Station 3 ",2021-04-23 09:13:58,2021-04-23 09:26:59,"Report              ","34.03357986293301","-118.46914342752505","34.033579862933","-118.469143427525"
"1204","21004935",2021-04-23,"Emergency Medical Service (EMS)","2400BLK MAIN ST","E-2N","Station 2 ",2021-04-23 11:13:45,2021-04-23 11:24:57,"Report              ","34.0036265437476","-118.48521369256386","34.0036265437476","-118.485213692564"
"1205","21004936",2021-04-23,"Emergency Medical Service (EMS)","2000BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-04-23 12:01:25,2021-04-23 12:46:15,"Report              ","34.029065058266951","-118.47954200229255","34.029065058267","-118.479542002293"
"1206","21004937",2021-04-23,"Emergency Medical Service (EMS)","1200BLK 16TH ST","E-4","Station 3 ",2021-04-23 12:36:05,2021-04-23 12:57:58,"Report              ","34.027632966205786","-118.48615992665083","34.0276329662058","-118.486159926651"
"1207","21004940",2021-04-23,"Emergency Medical Service (EMS)","3RD STREET PROM / SANTA MONICA BLVD","E-1","Station 1 ",2021-04-23 13:30:37,2021-04-23 14:22:42,"Report              ","34.015649301473985","-118.49608865098742","34.015649301474","-118.496088650987"
"1208","21004943",2021-04-23,"Emergency Medical Service (EMS)","3100BLK HIGHLAND AVE","E-2S","Station 2 ",2021-04-23 14:47:45,2021-04-23 15:00:16,"Report              ","34.001413953138595","-118.47480194264539","34.0014139531386","-118.474801942645"
"1209","21004945",2021-04-23,"Emergency Medical Service (EMS)","1400BLK 10TH ST","E-1","Station 1 ",2021-04-23 15:09:04,2021-04-23 15:22:31,"Report              ","34.020345554448348","-118.48869605718889","34.0203455544483","-118.488696057189"
"1210","21004948",2021-04-23,"Emergency Medical Service (EMS)","900BLK PICO BLVD ","E-2N","Station 2 ",2021-04-23 16:34:17,2021-04-23 16:54:44,"Report              ","34.012557701130355","-118.48245928975361","34.0125577011304","-118.482459289754"
"1211","21004953",2021-04-23,"Emergency Medical Service (EMS)","2500BLK 20TH ST","E-5N","Station 5 ",2021-04-23 18:03:21,2021-04-23 18:25:19,"Report              ","34.014230204172591","-118.46506480480912","34.0142302041726","-118.465064804809"
"1212","21004954",2021-04-23,"Emergency Medical Service (EMS)","1000BLK 2ND ST","E-6","Station 1 ",2021-04-23 18:17:32,2021-04-23 18:41:45,"Report              ","34.019634427145085","-118.50259910508349","34.0196344271451","-118.502599105083"
"1213","21004955",2021-04-23,"Emergency Medical Service (EMS)","CLOVERFIELD BLVD / INTERSTATE 10","E-5N","Station 5 ",2021-04-23 18:37:28,2021-04-23 18:59:18,"Report              ","34.024516337585034","-118.46926020063444","34.024516337585","-118.469260200634"
"1214","21004950",2021-04-23,"Emergency Medical Service (EMS)","2800BLK NEILSON WAY","E-2S","Station 2 ",2021-04-23 17:54:24,2021-04-23 19:11:49,"Report              ","34.000129639725479","-118.48270730065333","34.0001296397255","-118.482707300653"
"1215","21004958",2021-04-23,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-04-23 20:38:49,2021-04-23 21:38:41,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"1216","21004961",2021-04-23,"Emergency Medical Service (EMS)","1500BLK 2ND ST ","E-1","Station 1 ",2021-04-23 21:37:51,2021-04-23 21:56:28,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"1217","21004960",2021-04-23,"Emergency Medical Service (EMS)","2800BLK MAIN ST","E-2S","Station 2 ",2021-04-23 21:36:17,2021-04-23 22:12:05,"Report              ","33.99984451749237","-118.48141848275387","33.9998445174924","-118.481418482754"
"1218","21004964",2021-04-24,"Emergency Medical Service (EMS)","700BLK PICO BLVD","E-2N","Station 2 ",2021-04-24 01:15:53,2021-04-24 01:39:48,"Report              ","34.012018711448967","-118.48347892934423","34.012018711449","-118.483478929344"
"1219","21004965",2021-04-24,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-04-24 01:23:22,2021-04-24 01:55:48,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"1220","21004966",2021-04-24,"Emergency Medical Service (EMS)","400BLK COLORADO AVE","E-1","Station 1 ",2021-04-24 02:45:23,2021-04-24 03:08:36,"Report              ","34.014115019709692","-118.49154185615788","34.0141150197097","-118.491541856158"
"1221","21004969",2021-04-24,"Emergency Medical Service (EMS)","1100BLK 7TH ST","E-6","Station 1 ",2021-04-24 09:20:08,2021-04-24 09:45:14,"Report              ","34.022098187438566","-118.49627115847869","34.0220981874386","-118.496271158479"
"1222","21004970",2021-04-24,"Emergency Medical Service (EMS)","1100BLK 7TH ST","E-6","Station 1 ",2021-04-24 10:12:20,2021-04-24 10:55:02,"Report              ","34.022098187438566","-118.49627115847869","34.0220981874386","-118.496271158479"
"1223","21004971",2021-04-24,"Emergency Medical Service (EMS)","1800BLK 17TH ST","E-3","Station 3 ",2021-04-24 10:38:30,2021-04-24 12:22:38,"Report              ","34.020167315779254","-118.47559922762554","34.0201673157793","-118.475599227626"
"1224","21004972",2021-04-24,"Emergency Medical Service (EMS)","6TH ST / BROADWAY","E-1","Station 1 ",2021-04-24 13:04:08,2021-04-24 13:13:22,"Report              ","34.016607291954962","-118.49169271381757","34.016607291955","-118.491692713818"
"1225","21004973",2021-04-24,"Emergency Medical Service (EMS)","2000BLK 4TH ST","E-2N","Station 2 ",2021-04-24 13:15:48,2021-04-24 13:28:09,"Report              ","34.008533755588857","-118.48610523849972","34.0085337555889","-118.4861052385"
"1226","21004975",2021-04-24,"Emergency Medical Service (EMS)","1400BLK LINCOLN BLVD","E-1","Station 1 ",2021-04-24 13:47:29,2021-04-24 14:05:38,"Report              ","34.018811799682638","-118.49058730599012","34.0188117996826","-118.49058730599"
"1227","21004976",2021-04-24,"Emergency Medical Service (EMS)","300BLK COLORADO AVE ","E-1","Station 1 ",2021-04-24 13:48:34,2021-04-24 14:28:14,"Report              ","34.012816246098893","-118.49315420051607","34.0128162460989","-118.493154200516"
"1228","21004978",2021-04-24,"Emergency Medical Service (EMS)","1700BLK 4TH ST ","E-2N","Station 2 ",2021-04-24 14:25:05,2021-04-24 15:13:06,"Report              ","34.012016815893894","-118.4900031425591","34.0120168158939","-118.490003142559"
"1229","21004979",2021-04-24,"Emergency Medical Service (EMS)","9TH ST / IDAHO AVE","E-6","Station 1 ",2021-04-24 15:10:17,2021-04-24 15:20:08,"Report              ","34.027020895446377","-118.49833786871088","34.0270208954464","-118.498337868711"
"1230","21004980",2021-04-24,"Emergency Medical Service (EMS)","700BLK PICO BLVD","E-2N","Station 2 ",2021-04-24 15:46:00,2021-04-24 16:12:08,"Report              ","34.012018711448967","-118.48347892934423","34.012018711449","-118.483478929344"
"1231","21004981",2021-04-24,"Emergency Medical Service (EMS)","2200BLK COLORADO AVE","E-3","Station 3 ",2021-04-24 16:04:17,2021-04-24 16:34:52,"Report              ","34.027224070625465","-118.47537644528276","34.0272240706255","-118.475376445283"
